com_nam,lin_ima,rep_typ,com_typ,com_des,fil_fre,add,cit,sta,zip,tre_nam,com_id,fec_ele_yea,ind_ite_con,ind_uni_con,ind_con,ind_ref,par_com_con,oth_com_con,oth_com_ref,can_con,tot_con,tot_con_ref,can_loa,can_loa_rep,oth_loa,oth_loa_rep,tot_loa,tot_loa_rep,tra_fro_oth_aut_com,tra_fro_non_fed_acc,tra_fro_non_fed_lev_acc,tot_non_fed_tra,oth_rec,tot_rec,tot_fed_rec,ope_exp,sha_fed_ope_exp,sha_non_fed_ope_exp,tot_ope_exp,off_to_ope_exp,fed_sha_of_joi_act,non_fed_sha_of_joi_act,non_all_fed_ele_act_par,tot_fed_ele_act,fed_can_com_con,fed_can_con_ref,ind_exp_mad,coo_exp_par,loa_mad,loa_rep_rec,tra_to_oth_aut_com,fun_dis,off_to_fun_exp_pre,exe_leg_acc_dis_pre,off_to_leg_acc_exp_pre,tot_off_to_ope_exp,oth_dis,tot_fed_dis,tot_dis,net_con,net_ope_exp,cas_on_han_beg_of_per,cas_on_han_clo_of_per,deb_owe_by_com,deb_owe_to_com,cov_sta_dat,cov_end_dat,pol_par_com_ref,can_id,cas_on_han_beg_of_yea,cas_on_han_clo_of_yea,exp_sub_to_lim_pri_yea_pre,exp_sub_lim,fed_fun,ite_con_exp_con_com,ite_oth_dis,ite_oth_inc,ite_oth_ref_or_reb,ite_ref_or_reb,oth_fed_ope_exp,sub_con_exp,sub_oth_ref_or_reb,sub_ref_or_reb,tot_com_cos,tot_exp_sub_to_lim_pre,uni_con_exp,uni_oth_dis,uni_oth_inc,uni_oth_ref_or_reb,uni_ref_or_reb
CHAD CAUSEY FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00475384,Q1,H,P,Q,P.O. BOX 16966,JONESBORO,AR,72403,"CAUSEY, CHRISTOPHER CHAD CAUSEY",C00475384,2016,,,,,,,,,,,,,,,,,,,,,,,,$125.00,,,,,,,,,,,,,,,,,,,,,,,$125.00,,$125.00,"$1,706.59","$1,581.59","$111,199.55",,2015-01-01,2015-03-31,,H0AR01109,,,,,,,,,,,,,,,,,,,,,
CHAD CAUSEY FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00475384,Q2,H,P,Q,P.O. BOX 16966,JONESBORO,AR,72403,"CAUSEY, CHRISTOPHER CHAD CAUSEY",C00475384,2016,$500.00,,$500.00,,,,,,$500.00,,,,,,,,,,,,,$500.00,,$125.00,,,,,,,,,,,,,,,,,,,,,,,$125.00,$500.00,$125.00,"$2,081.59","$2,456.59","$111,199.55",,2015-04-01,2015-06-30,,H0AR01109,,,,,,,,,,,,,,,,,,,,,
CHAD FINCHER FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00546309,Q1,H,P,Q,4000 WULFF RD E,SEMMES ,AL,36575,CARESSE FINCHER,C00546309,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,904.14","$1,904.14","$38,000.00",,2015-01-01,2015-03-31,,H4AL01149,,,,,,,,,,,,,,,,,,,,,
CHAD FINCHER FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00546309,Q2,H,P,Q,4000 WULFF RD E,SEMMES ,AL,36575,CARESSE FINCHER,C00546309,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$1,904.14","$1,904.14","$38,000.00",,2015-04-01,2015-06-30,,H4AL01149,,,,,,,,,,,,,,,,,,,,,
CHAMBLISS FOR SENATE,http://images.nictusa.com/cgi-bin/fecimg/?C00266932,Q1,S,P,Q,POST OFFICE BOX 12469,ATLANTA,GA,30355,DAVID TYNDALL,C00266932,2016,,,,,,,,,,,,,,,,,,,,,$961.00,$961.00,,"$47,650.00",,,,,,,,,,,,,,,,,,,,,"$4,000.00",,"$51,650.00",,"$47,650.00","$558,946.00","$508,256.00",,,2015-01-01,2015-03-31,,S2GA00118,,,,,,,,,,,,,,,,,,,,,
CHAMBLISS FOR SENATE,http://images.nictusa.com/cgi-bin/fecimg/?C00266932,Q2,S,P,Q,POST OFFICE BOX 12469,ATLANTA,GA,30355,DAVID TYNDALL,C00266932,2016,,,,,,,,,,,,,,,,,,,,,$879.00,$879.00,,"$2,768.00",,,,,,,,,,,,,,,,,,,,,"$80,400.00",,"$83,168.00",,"$2,768.00","$508,256.00","$425,967.00",,,2015-04-01,2015-06-30,,S2GA00118,,,,,,,,,,,,,,,,,,,,,
"CHARLES BOUSTANY JR. MD FOR CONGRESS, INC.",http://images.nictusa.com/cgi-bin/fecimg/?C00394866,Q1,H,P,Q,PO BOX 80126,LAFAYETTE,LA,705980126,"HEBERT, ALAN D. MR.",C00394866,2016,"$418,173.42","$11,404.00","$429,577.42","$1,300.00",,"$227,700.00",,,"$657,277.42","$1,300.00",,,,,,,,,,,$21.36,"$657,623.78",,"$321,803.23",,,,$325.00,,,,,,,,,,,,,,,,,,,"$323,103.23","$655,977.42","$321,478.23","$366,517.88","$701,038.43",,,2015-01-01,2015-03-31,,H4LA07029,,,,,,,,,,,,,,,,,,,,,
"CHARLES BOUSTANY JR. MD FOR CONGRESS, INC.",http://images.nictusa.com/cgi-bin/fecimg/?C00394866,Q2,H,P,Q,PO BOX 80126,LAFAYETTE,LA,705980126,"HEBERT, ALAN D. MR.",C00394866,2016,"$354,812.74","$11,080.00","$365,892.74","$5,100.00",,"$347,236.62",,,"$713,129.36","$5,100.00",,,,,,,,,,,$884.04,"$714,013.40",,"$285,089.40",,,,,,,,,,,,,,,,,,,,,"$1,409.06",,"$291,598.46","$708,029.36","$285,089.40","$701,038.43","$1,123,453.37",,,2015-04-01,2015-06-30,,H4LA07029,,,,,,,,,,,,,,,,,,,,,
CHARLES DUMAS FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00514836,TER,H,P,T,PO BOX 1368,STATE COLLEGE,PA,16804,JESSE L BARLOW,C00514836,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-$258.12,-$258.12,,,2015-01-01,2015-04-13,,H2PA05058,,,,,,,,,,,,,,,,,,,,,
CHARLIE DENT FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00386847,Q1,H,P,Q,PO BOX 442,ALLENTOWN,PA,181050442,"BERDAHL, JEFFREY MR.",C00386847,2016,"$75,010.00","$6,735.00","$81,745.00",,,"$141,800.00",,,"$223,545.00",,,,,,,,,,,,$286.84,"$223,831.84",,"$80,677.57",,,,,,,,,,,,,,,,,,,,,"$56,000.00",,"$136,677.57","$223,545.00","$80,677.57","$937,815.58","$1,024,969.85",,,2015-01-01,2015-03-31,,H4PA15087,,,,,,,,,,,,,,,,,,,,,
CHARLIE DENT FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00386847,Q2,H,P,Q,PO BOX 442,ALLENTOWN,PA,181050442,"BERDAHL, JEFFREY MR.",C00386847,2016,"$62,810.00","$6,580.00","$69,390.00",,,"$127,000.00","$2,000.00",,"$196,390.00","$2,000.00",,,,,,,"$4,482.70",,,,$318.28,"$201,190.98",,"$77,889.68",,,,,,,,,,,,,,,,,,,,,"$6,000.00",,"$85,889.68","$194,390.00","$77,889.68","$1,024,969.85","$1,140,271.15",,,2015-04-01,2015-06-30,,H4PA15087,,,,,,,,,,,,,,,,,,,,,
CHARLIE HARDY FOR US SENATE,http://images.nictusa.com/cgi-bin/fecimg/?C00554758,Q1,S,P,Q,PO BOX 1222,CHEYENNE,WY,820031222,CHARLES E HARDY,C00554758,2016,$700.00,$489.00,"$1,189.00",,,,,,"$1,189.00",,,,,,,,,,,,,"$1,189.00",,"$3,128.00",,,,,,,,,,,,,,,,,,,,,,,"$3,128.00","$1,189.00","$3,128.00","$3,394.00","$1,455.00","$48,801.00",,2015-01-01,2015-03-31,,S4WY00097,,,,,,,,,,,,,,,,,,,,,
CHARLIE HARDY FOR US SENATE,http://images.nictusa.com/cgi-bin/fecimg/?C00554758,Q2,S,P,Q,PO BOX 1222,CHEYENNE,WY,820031222,CHARLES E HARDY,C00554758,2016,"$8,738.00","$2,862.00","$11,601.00",,,,,,"$11,601.00",,,"$9,750.00",,,,"$9,750.00",,,,,,"$11,601.00",,"$1,781.00",,,,,,,,,,,,,,,,,,,,,,,"$11,531.00","$11,601.00","$1,781.00","$1,455.00","$1,524.00","$38,517.00",,2015-04-01,2015-06-30,,S4WY00097,,,,,,,,,,,,,,,,,,,,,
CHILDERS FOR SENATE INC,http://images.nictusa.com/cgi-bin/fecimg/?C00559997,Q1,S,P,Q,PO BOX 246,BOONEVILLE,MS,38829,MARYLIN JONES,C00559997,2016,,,,,,,,"$102,510.00","$102,510.00",,,,,,,,,,,,,"$102,510.00",,"$102,878.00",,,,,,,,,,,,,,,,,,,,,,,"$102,878.00","$102,510.00","$102,878.00","$2,799.00","$2,432.00","$133,815.00",,2015-01-01,2015-03-31,,S4MS00138,,,,,,,,,,,,,,,,,,,,,
CHILDERS FOR SENATE INC,http://images.nictusa.com/cgi-bin/fecimg/?C00559997,Q2,S,P,Q,PO BOX 246,BOONEVILLE,MS,38829,MARYLIN JONES,C00559997,2016,,,,,,,,"$133,589.00","$133,589.00",,,,,,,,,,,,,"$133,589.00",,"$135,347.00",,,,,,,,,,,,,,,,,,,,,,,"$135,347.00","$133,589.00","$135,347.00","$2,432.00",$673.00,,,2015-04-01,2015-06-30,,S4MS00138,,,,,,,,,,,,,,,,,,,,,
CHILDERS FOR SENATE INC,http://images.nictusa.com/cgi-bin/fecimg/?C00559997,TER,S,P,Q,PO BOX 246,BOONEVILLE,MS,38829,MARYLIN JONES,C00559997,2016,,,,,,,,$946.00,$946.00,,,,,,,,,,,,,$946.00,,"$1,620.00",,,,,,,,,,,,,,,,,,,,,,,"$1,620.00",$946.00,"$1,620.00",$673.00,,,,2015-07-01,2015-07-17,,S4MS00138,,,,,,,,,,,,,,,,,,,,,
CHILDS FOR CONGRESS COMMITTEE,http://images.nictusa.com/cgi-bin/fecimg/?C00560359,Q1,H,P,Q,PO BOX 1348,BYRON,GA,31008,VIVIAN L CHILDS,C00560359,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$35.00,$35.00,"$10,000.00",,2015-01-01,2015-03-31,,H4GA02078,,,,,,,,,,,,,,,,,,,,,
CHILDS FOR CONGRESS COMMITTEE,http://images.nictusa.com/cgi-bin/fecimg/?C00560359,Q2,H,P,Q,PO BOX 1348,BYRON,GA,31008,VIVIAN L CHILDS,C00560359,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$35.00,$35.00,"$10,000.00",,2015-04-01,2015-06-30,,H4GA02078,,,,,,,,,,,,,,,,,,,,,
CHIP FLANEGAN FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00483362,Q1,H,P,Q,7979 JONESBORO RD,JONESBORO,GA,30236,MARIA VANCHIKHINA FLANEGAN,C00483362,2016,,,,,,,,,,,"$1,000.00",,,,"$1,000.00",,,,,,,"$1,000.00",,$931.32,,,,,,,,,,,,,,,,,,,,,,,$931.32,,$931.32,$199.76,$268.44,"$54,500.00",,2015-01-01,2015-03-31,,H0GA13099,,,,,,,,,,,,,,,,,,,,,
CHIP FLANEGAN FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00483362,Q2,H,P,Q,7979 JONESBORO RD,JONESBORO,GA,30236,MARIA VANCHIKHINA FLANEGAN,C00483362,2016,,,,,,,,,,,,,,,,,,,,,,,,$132.93,,,,,,,,,,,,,,,,,,,,,,,$132.93,,$132.93,$268.44,$135.51,"$54,500.00",,2015-04-01,2015-06-30,,H0GA13099,,,,,,,,,,,,,,,,,,,,,
CHIP MILLS FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00573899,Q1,H,P,Q,P.O. BOX 883,OXFORD,MS,38655,"CAMP, TYLER W.",C00573899,2016,"$63,900.00","$7,450.00","$71,350.00",,,,,,"$71,350.00",,"$30,000.00",,,,"$30,000.00",,,,,,,"$101,350.00",,"$15,996.44",,,,,,,,,,,,,,,,,,,,,,,"$15,996.44","$71,350.00","$15,996.44",,"$85,353.56","$30,000.00",,2015-01-01,2015-03-31,,,,,,,,,,,,,,,,,,,,,,,
CHIP MILLS FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00573899,12S,H,P,Q,P.O. BOX 883,OXFORD,MS,38655,"CAMP, TYLER W.",C00573899,2016,"$13,600.00","$4,300.00","$17,900.00",,,,,,"$17,900.00",,,,,,,,,,,,,"$17,900.00",,"$84,260.01",,,,,,,,,,,,,,,,,,,,,,,"$84,260.01","$17,900.00","$84,260.01","$85,353.56","$18,993.55","$30,000.00",,2015-04-01,2015-04-22,,,,,,,,,,,,,,,,,,,,,,,
CHIP MILLS FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00573899,Q2,H,P,Q,P.O. BOX 883,OXFORD,MS,38655,"CAMP, TYLER W.",C00573899,2016,"$7,150.00","$1,200.00","$8,350.00",,,"$1,000.00",,"$2,500.00","$11,850.00",,"$50,000.00",,,,"$50,000.00",,,,,,,"$61,850.00",,"$75,777.59",,,,,,,,,,,,,,,,,,,,,,,"$75,777.59","$11,850.00","$75,777.59","$18,993.55","$5,065.96","$80,000.00",,2015-04-23,2015-06-30,,,,,,,,,,,,,,,,,,,,,,,
CHRIS COONS FOR DELAWARE,http://images.nictusa.com/cgi-bin/fecimg/?C00475392,Q1,S,P,Q,PO BOX 9900,NEWARK,DE,19714,JUDITH ZAMORE,C00475392,2016,"$3,250.00","$2,696.00","$5,946.00",$164.00,,"$12,000.00",,,"$17,946.00",$164.00,,,,,,,,,,,$233.00,"$18,427.00",,"$72,815.00",,,,$247.00,,,,,,,,,,,,,,,,,"$5,420.00",,"$78,399.00","$17,782.00","$72,567.00","$718,234.00","$658,261.00",,,2015-01-01,2015-03-31,,S0DE00092,,,,,,,,,,,,,,,,,,,,,
CHRIS COONS FOR DELAWARE,http://images.nictusa.com/cgi-bin/fecimg/?C00475392,Q2,S,P,Q,PO BOX 9900,NEWARK,DE,19714,JUDITH ZAMORE,C00475392,2016,"$46,800.00","$5,709.00","$52,509.00",$6.00,,"$18,000.00",,"$70,509.27","$70,509.00",$6.00,,,,,,,,,,,$220.00,"$70,740.00",,"$65,672.00",,,,$10.00,,,,,,,,,,,,,,,,,"$1,568.00",,"$67,247.00","$70,503.00","$65,662.00","$658,261.00","$661,754.00",,,2015-04-01,2015-06-30,,S0DE00092,,,,,,,,,,,,,,,,,,,,,
CHRIS DAHLBERG FOR US SENATE,http://images.nictusa.com/cgi-bin/fecimg/?C00550459,Q1,S,P,Q,PMB #119 4602 GRAND AVE SUITE 500,DULUTH,MN,55807,DALE M KNEZEVICH,C00550459,2016,$800.00,"$2,110.00","$2,910.00",,,,,"$1,250.00","$4,160.00",,,,,,,,,,,,,"$4,160.00",,"$3,934.00",,,,,,,,,,,,,,,,,,,,,,,"$3,934.00","$4,160.00","$3,934.00",$338.00,$564.00,"$4,628.00",,2015-01-01,2015-03-31,,S4MN00379,,,,,,,,,,,,,,,,,,,,,
CHRIS DAHLBERG FOR US SENATE,http://images.nictusa.com/cgi-bin/fecimg/?C00550459,Q2,S,P,Q,PMB #119 4602 GRAND AVE SUITE 500,DULUTH,MN,55807,DALE M KNEZEVICH,C00550459,2016,,,,,,,,,,,,,,,,,,,,,,,,$300.00,,,,,,,,,,,,,,,,,,,,,,,$300.00,,$300.00,$564.00,$264.00,"$4,518.00",,2015-04-01,2015-06-30,,S4MN00379,,,,,,,,,,,,,,,,,,,,,
CHRIS DAY FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00557512,Q1,H,P,T,PO BOX 87,NEW CITY,NY,10956,CABELL HOBBS,C00557512,2016,,$25.00,$25.00,,,,,,$25.00,,,,,,,,,,,,$.14,$425.14,,"$4,069.70",,,,$400.00,,,,,,,,,,,"$5,535.66",,,,,,,,"$9,605.36",$25.00,"$3,669.70","$9,180.22",,,,2015-01-01,2015-03-31,,H4NY17135,,,,,,,,,,,,,,,,,,,,,
CHRIS DAY FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00557512,TER,H,P,T,PO BOX 87,NEW CITY,NY,10956,CABELL HOBBS,C00557512,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,2015-04-01,2015-06-30,,H4NY17135,,,,,,,,,,,,,,,,,,,,,
CHRIS DAY FOR CONGRESS EXPLORATORY COMMITTEE,http://images.nictusa.com/cgi-bin/fecimg/?C00574426,Q1,H,P,Q,PO BOX 87,NEW CITY,NY,10956,CABELL HOBBS,C00574426,2016,,,,,,,,,,,,,,,,,"$5,535.66",,,,,"$5,535.66",,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$5,535.66",,,2015-01-01,2015-03-31,,H4NY17135,,,,,,,,,,,,,,,,,,,,,
CHRIS DAY FOR CONGRESS EXPLORATORY COMMITTEE,http://images.nictusa.com/cgi-bin/fecimg/?C00574426,Q2,H,P,Q,PO BOX 87,NEW CITY,NY,10956,CABELL HOBBS,C00574426,2016,,$147.00,$147.00,,,,,,$147.00,,,,,,,,,,,,,$254.00,,"$2,113.47",,,,$107.00,,,,,,,,,,,,,,,,,,,"$2,113.47",$147.00,"$2,006.47","$5,535.66","$3,676.19",,,2015-04-01,2015-06-30,,H4NY17135,,,,,,,,,,,,,,,,,,,,,
CHRIS EDWARDS FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00511667,Q1,H,P,Q,PO BOX 13105,LAS VEGAS,NV,89112,"EDWARDS, CHRISTOPHER",C00511667,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$875.23,$875.23,"$58,000.00",,2015-01-01,2015-03-31,,H2NV01207,,,,,,,,,,,,,,,,,,,,,
CHRIS EDWARDS FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00511667,Q2,H,P,Q,PO BOX 13105,LAS VEGAS,NV,89112,"EDWARDS, CHRISTOPHER",C00511667,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$875.23,$875.23,"$58,000.00",,2015-04-01,2015-06-30,,H2NV01207,,,,,,,,,,,,,,,,,,,,,
CHRIS GIBSON FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00477984,Q1,H,P,Q,PO BOX 255,KINDERHOOK,NY,12106,"CRATE, BRADLEY T",C00477984,2016,,$15.00,$15.00,$15.00,,,,,$15.00,$15.00,,,,,,,,,,,,$15.00,,"$14,830.50",,,,,,,,,,,,,,,,,,,,,"$36,000.00",,"$50,845.50",,"$14,830.50","$207,332.01","$156,501.51",,,2015-01-01,2015-03-31,,H0NY20095,,,,,,,,,,,,,,,,,,,,,
CHRIS GIBSON FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00477984,Q2,H,P,Q,PO BOX 255,KINDERHOOK,NY,12106,"CRATE, BRADLEY T",C00477984,2016,,,,,,,"$3,000.00",,,"$3,000.00",,,,,,,,,,,,,,"$13,715.64",,,,,,,,,,,,,,,,,,,,,"$35,550.00",,"$52,265.64","-$3,000.00","$13,715.64","$156,501.51","$104,235.87",,,2015-04-01,2015-06-30,,H0NY20095,,,,,,,,,,,,,,,,,,,,,
CHRIS JOHN FOR US SENATE,http://images.nictusa.com/cgi-bin/fecimg/?C00394445,Q1,S,P,Q,206 MILL VALLEY RUN,LAFAYETTE,LA,70508,JOSEPH A JOHN,C00394445,2016,,,,,,,,,,,,,,,,,,,,,,,,"$1,300.00",,,,,,,,,,,,,,,,,,,,,,,"$1,300.00",,"$1,300.00","$3,848.00","$2,548.00","$245,500.00",,2015-01-01,2015-03-31,,S4LA00040,,,,,,,,,,,,,,,,,,,,,
CHRIS JOHN FOR US SENATE,http://images.nictusa.com/cgi-bin/fecimg/?C00394445,Q2,S,P,Q,206 MILL VALLEY RUN,LAFAYETTE,LA,70508,JOSEPH A JOHN,C00394445,2016,,,,,,,,,,,,,,,,,,,,,,,,"$1,350.00",,,,,,,,,,,,,,,,,,,,,,,"$1,350.00",,"$1,350.00","$2,548.00","$1,198.00","$245,500.00",,2015-04-01,2015-06-30,,S4LA00040,,,,,,,,,,,,,,,,,,,,,
CHRISTOPHER CASTILLO FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00578682,Q2,H,P,Q,508 GULF AVE. APT 20,WILMINGTON,CA,90744,"COCA, JUAN CARLOS",C00578682,2016,"$5,000.00",,"$5,000.00",,,,,$50.00,"$5,050.00",,,,,,,,,,,,,"$5,050.00",,"$5,000.00",,,,,,,,,,,,,,,,,,,,,,,"$5,000.00","$5,050.00","$5,000.00",,$50.00,,,2015-02-07,2015-06-30,,H6CA44129,,,,,,,,,,,,,,,,,,,,,
CHRISTOPHER COX CONGRESSIONAL COMMITTEE,http://images.nictusa.com/cgi-bin/fecimg/?C00223297,Q1,H,P,Q,"3843 S. BRISTOL ST., #101",SANTA ANA,CA,92704,"SYME, DAVID",C00223297,2016,,,,,,,,,,,,,,,,,,,,,,,,$175.00,,,,,,,,,,,,,,,,,,,,,"$9,000.00",,"$9,175.00",,$175.00,"$20,603.17","$11,428.17",,,2015-01-01,2015-03-31,,H8CA40057,,,,,,,,,,,,,,,,,,,,,
CHRISTOPHER COX CONGRESSIONAL COMMITTEE,http://images.nictusa.com/cgi-bin/fecimg/?C00223297,Q2,H,P,Q,"3843 S. BRISTOL ST., #101",SANTA ANA,CA,92704,"SYME, DAVID",C00223297,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,"$11,428.17","$11,428.17",,,2015-04-01,2015-06-30,,H8CA40057,,,,,,,,,,,,,,,,,,,,,
CHRISTOPHER SHAYS FOR CONGRESS COMMITTEE,http://images.nictusa.com/cgi-bin/fecimg/?C00215699,Q1,H,P,Q,2240 MAIN STREET,STRATFORD,CT,6615,"SHAYS, CHRISTOPHER",C00215699,2016,,,,,,,"$3,039.40",,,,,,,,,,,,,,$200.00,$200.00,,$45.00,,,,,,,,,,,,,,,,,,,,,$200.00,,$245.00,,$45.00,$204.00,$159.00,"$269,636.00","$250,660.00",2015-01-01,2015-03-31,,H8CT04057,,,,,,,,,,,,,,,,,,,,,
CHRISTOPHER SHAYS FOR CONGRESS COMMITTEE,http://images.nictusa.com/cgi-bin/fecimg/?C00215699,Q2,H,P,Q,2240 MAIN STREET,STRATFORD,CT,6615,"SHAYS, CHRISTOPHER",C00215699,2016,,,,,,,,,,,,,,,,,,,,,$900.00,$900.00,,$45.00,,,,,,,,,,,,,,,,,,,,,$900.00,,$945.00,,$45.00,$159.00,$114.00,"$268,736.00","$249,760.00",2015-04-01,2015-06-30,,H8CT04057,,,,,,,,,,,,,,,,,,,,,
"CHUCK FLEISCHMANN FOR CONGRESS COMMITTEE, INC.",http://images.nictusa.com/cgi-bin/fecimg/?C00461822,Q1,H,P,Q,P.O. BOX 11091,CHATTANOOGA,TN,37401,"HEBERT, RANDALL B",C00461822,2016,"$74,050.00",,"$74,050.00",,,"$64,000.00",,,"$138,050.00",,,,,,,,,,,,,"$138,050.00",,"$42,995.31",,,,,,,,,,,,,,,,,,,,,,,"$42,995.31","$138,050.00","$42,995.31","$52,563.13","$147,617.82","$265,808.99",,2015-01-01,2015-03-31,,H0TN03254,,,,,,,,,,,,,,,,,,,,,
"CHUCK FLEISCHMANN FOR CONGRESS COMMITTEE, INC.",http://images.nictusa.com/cgi-bin/fecimg/?C00461822,Q2,H,P,Q,P.O. BOX 11091,CHATTANOOGA,TN,37401,"HEBERT, RANDALL B",C00461822,2016,"$375,140.72","$4,129.00","$379,269.72",,,"$126,900.00",,,"$506,169.72",,,"$19,200.00",,,,"$19,200.00",,,,,,"$506,845.22",,"$76,481.89",,,,$675.50,,,,,,,,,,,,,,,,,,,"$95,681.89","$506,169.72","$75,806.39","$147,617.82","$558,781.15","$237,658.99",,2015-04-01,2015-06-30,,H0TN03254,,,,,,,,,,,,,,,,,,,,,
CICILLINE COMMITTEE,http://images.nictusa.com/cgi-bin/fecimg/?C00476564,Q1,H,P,Q,"ONE PARK ROW, FIFTH FLOOR",PROVIDENCE,RI,2903,"BENOIT, NANCY L",C00476564,2016,"$141,500.00","$2,595.00","$144,095.00",$175.00,,"$27,500.00",,,"$171,595.00",$175.00,,,,,,,,,,,$7.50,"$171,602.50",,"$29,449.32",,,,,,,,,,,,,,,"$10,000.00",,,,,,"$2,000.00",,"$41,624.32","$171,420.00","$29,449.32","$122,887.75","$252,865.93",,,2015-01-01,2015-03-31,,H0RI01073,,,,,,,,,,,,,,,,,,,,,
CICILLINE COMMITTEE,http://images.nictusa.com/cgi-bin/fecimg/?C00476564,Q2,H,P,Q,"ONE PARK ROW, FIFTH FLOOR",PROVIDENCE,RI,2903,"BENOIT, NANCY L",C00476564,2016,"$125,900.00","$3,480.00","$129,380.00",,,"$41,500.00",,,"$170,880.00",,,,,,,,,,,,$16.30,"$177,073.07",,"$61,347.64",,,,"$6,176.77",,,,,,,,,,,"$10,000.00",,,,,,$250.00,,"$71,597.64","$170,880.00","$55,170.87","$252,865.93","$358,341.36",,,2015-04-01,2015-06-30,,H0RI01073,,,,,,,,,,,,,,,,,,,,,
CICOTTE FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00558601,TER,H,P,Q,7025 W GRANDRIDGE BLVD STE B2,KENNEWICK,WA,99336,GEORGE FREDERICK CICOTTE,C00558601,2016,,,,$11.64,,,,,,$11.64,,,,,,,,,,,,,,$406.25,,,,,,,,,,,,,,,,,,,,,,,$417.89,-$11.64,$406.25,$417.89,,$417.89,,2014-10-01,2015-04-07,,H4WA04096,,,,,,,,,,,,,,,,,,,,,
CICOTTE FOR CONGRESS,http://images.nictusa.com/cgi-bin/fecimg/?C00558601,Q2,H,P,Q,7025 W GRANDRIDGE BLVD STE B2,KENNEWICK,WA,99336,GEORGE FREDERICK CICOTTE,C00558601,2016,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,$417.89,,2015-04-16,2015-06-30,,H4WA04096,,,,,,,,,,,,,,,,,,,,,
CITIZENS FOR ADAM LOPEZ,http://images.nictusa.com/cgi-bin/fecimg/?C00577890,12P,H,P,Q,2917 LAKESHIRE DR.,SPRINGFIELD,IL,62707,"DELGIORNO, ANTHONY J",C00577890,2016,"$4,874.02","$3,264.00","$8,138.02",,,,,,"$8,138.02",,$400.00,,,,$400.00,,,,,,,"$8,538.02",,"$8,400.23",,,,,,,,,,,,,,,,,,,,,,,"$8,400.23","$8,138.02","$8,400.23",,$137.79,"$10,495.00",,2015-04-01,2015-06-17,,H6IL18120,,,,,,,,,,,,,,,,,,,,,
CITIZENS FOR ADAM LOPEZ,http://images.nictusa.com/cgi-bin/fecimg/?C00577890,Q2,H,P,Q,2917 LAKESHIRE DR.,SPRINGFIELD,IL,62707,"DELGIORNO, ANTHONY J",C00577890,2016,,"$1,410.00","$1,410.00",,,$800.00,,,"$2,210.00",,,,,,,,,,,,,"$2,210.00",,"$1,646.82",,,,,,,,,,,,,,,,,,,,,,,"$1,646.82","$2,210.00","$1,646.82",$137.79,$700.97,"$9,145.00",,2015-06-18,2015-06-30,,H6IL18120,,,,,,,,,,,,,,,,,,,,,
